doc_id,segment_index,segment_text,top_code,top_label,grnti_codes
gisnauka_0,1,"Объект исследования – общественные отношения, возникающие в сфере функционирования финансово-кредитного механизма, выступающего ключевым регулятором экономики государства.",00,ОБЩЕСТВЕННЫЕ НАУКИ В ЦЕЛОМ,10.21.21;10.21.41;10.21.51;10.21.55;10.21.61
gisnauka_0,3,"Методологическую основу работы составляют частнонаучные, общенаучные и междисциплинарные методы познания: нормативно-догматический, системно-логический, сравнительно-правовой, историко-правовой, экономико-правовой, позволяющие установить общие тенденции и национальные особенности регулирования финансовых отношений в Российской Федерации.",00,ОБЩЕСТВЕННЫЕ НАУКИ В ЦЕЛОМ,10.21.21;10.21.41;10.21.51;10.21.55;10.21.61
gisnauka_0,4,"Научная новизна работы заключается: во-первых, в разработке правовых средств, обеспечивающих развитие финансово-денежного механизма исходя из потребностей государства с учетом производственных мощностей и ресурсов страны; во-вторых, в выработке правового инструментария, позволяющего синхронизировать денежно-кредитную, бюджетно-налоговую политику и исключить разнонаправленность действий органов публичной власти, обеспечивающих функционирование финансово-кредитной системы.",00,ОБЩЕСТВЕННЫЕ НАУКИ В ЦЕЛОМ,10.21.21;10.21.41;10.21.51;10.21.55;10.21.61
gisnauka_0,5,"Результатом исследования являются теоретические положения, совокупность которых можно квалифицировать как решение крупной научной задачи, имеющей важное значение для развития науки финансового права.",00,ОБЩЕСТВЕННЫЕ НАУКИ В ЦЕЛОМ,10.21.21;10.21.41;10.21.51;10.21.55;10.21.61
gisnauka_1,0,Наука и научно-техническая политика в индустриальных и постиндустриальных обществах: исторический опыт и перспективы трансформаций,00,ОБЩЕСТВЕННЫЕ НАУКИ В ЦЕЛОМ,03.09.03;03.29.00
gisnauka_1,1,"Объект исследования – наука как общественное явление, эволюция науки в индустриальных и постиндустриальных обществах, актуальная научная политика в России и в глобальном мире, наука как средство разработки и внедрения внутренней (национальной) политики.",00,ОБЩЕСТВЕННЫЕ НАУКИ В ЦЕЛОМ,03.09.03;03.29.00
gisnauka_1,2,"Цель работы заключается в изучении направлений и форм развития науки как социального института в контексте всемирной истории Нового и Новейшего времени, а также эволюции моделей реализации научной и научно-технической политики и ее влияния на общество в целом в широких географических и хронологических рамках.",00,ОБЩЕСТВЕННЫЕ НАУКИ В ЦЕЛОМ,03.09.03;03.29.00
gisnauka_1,3,"Реализация НИР «Наука и научная политика в индустриальных и постиндустриальных обществах: исторический опыт и перспективы трансформаций» связана с потребностью изучения научной политики в исторической ретроспективе, ее современного состояния и построения перспективных сценариев развития в кратко-, средне- и долгосрочной перспективе, ее связи с потребностями человечества, государств и отдельных социальных групп.",00,ОБЩЕСТВЕННЫЕ НАУКИ В ЦЕЛОМ,03.09.03;03.29.00
gisnauka_1,4,Социальная значимость изучаемых проблем коррелируется с политикой российского правительства и закреплена в «Стратегии научно-технологического развития Российской Федерации».,00,ОБЩЕСТВЕННЫЕ НАУКИ В ЦЕЛОМ,03.09.03;03.29.00
gisnauka_1,5,"Важность данной НИР заключается в решающей роли научной сферы в общественном развитии, обеспечении эффективных ответов общества на большие вызовы.",00,ОБЩЕСТВЕННЫЕ НАУКИ В ЦЕЛОМ,03.09.03;03.29.00
gisnauka_1,6,Результатом исполнения научной темы «Наука и научная политика в индустриальных и постиндустриальных обществах: исторический опыт и перспективы трансформаций» в 2025 гг. стали статьи в рецензируемых периодических изданиях и доклады на научных конференциях.,00,ОБЩЕСТВЕННЫЕ НАУКИ В ЦЕЛОМ,03.09.03;03.29.00
gisnauka_1,7,"Результаты исследования были апробированы в выступлениях на международных и всероссийских научных форумах, а также применялись в преподавательской деятельности в высшей школе.",00,ОБЩЕСТВЕННЫЕ НАУКИ В ЦЕЛОМ,03.09.03;03.29.00
gisnauka_5,0,"КОМПЛЕКС НОВЫХ ФУНДАМЕНТАЛЬНЫХ ИССЛЕДОВАНИЙ, НАПРАВЛЕННЫХ НА ФОРМИРОВАНИЕ НАУЧНОЙ КОНЦЕПЦИИ ПРАВОВОГО ОБЕСПЕЧЕНИЯ ТЕХНОЛОГИЧЕСКОГО РАЗВИТИЯ В РОССИЙСКОЙ ФЕДЕРАЦИИ В КОНТЕКСТЕ ОБЕСПЕЧЕНИЯ ТЕХНОЛОГИЧЕСКОГО СУВЕРЕНИТЕТА РОССИЙСКОЙ ФЕДЕРАЦИИ И АДАПТАЦИИ ИНСТИТУТОВ РОССИЙСКОЙ АКАДЕМИИ НАУК К ТРЕБОВАНИЯМ ГОСУДАРСТВЕННОЙ ПРАВОВОЙ ПОЛИТИКИ В ОБЛАСТИ ТЕХНОЛОГИЧЕСКОГО РАЗВИТИЯ",00,ОБЩЕСТВЕННЫЕ НАУКИ В ЦЕЛОМ,10.07.45;10.15.41;10.17.47
gisnauka_5,2,"ТЕХНОЛОГИЧЕСКОЕ РАЗВИТИЕ, ТЕХНОЛОГИЧЕСКИЙ СУВЕРЕНИТЕТ, ЭКСПЕРИМЕНТАЛЬНЫЙ ПРАВОВОЙ РЕЖИМ ТЕХНОЛОГИЧЕСКОГО РАЗВИТИЯ, ФЕДЕРАЛЬНЫЙ ЦЕНТР ХИМИИ, КАРБОНОВЫЕ ПОЛИГОНЫ, ОБЪЕКТЫ ПРИРОДНОГО НАСЛЕДИЯ В рамках осуществления государственного задания научным коллективом лаборатории разрабатывался комплекс научных тем, обеспечивающих анализ актуальных проблем эволюции законодательства в области технологического развития.",00,ОБЩЕСТВЕННЫЕ НАУКИ В ЦЕЛОМ,10.07.45;10.15.41;10.17.47
gisnauka_5,3,Работы осуществлялись в рамках реализации темы «Формирование научной концепции правого обеспечения технологического развития Российской Федерации в контексте обеспечения технологического суверенитета Российской Федерации и адаптации институтов Российской Академии Наук к требованиям государственной правовой политики в области технологического развития».,00,ОБЩЕСТВЕННЫЕ НАУКИ В ЦЕЛОМ,10.07.45;10.15.41;10.17.47
gisnauka_5,4,Объект исследования: общественные отношения в области осуществления деятельности в сфере технологического развития и реализации отдельных технологических проектов (создание в г. Усолье-Сибирское Федерального центра химии).,00,ОБЩЕСТВЕННЫЕ НАУКИ В ЦЕЛОМ,10.07.45;10.15.41;10.17.47
gisnauka_5,5,Цель работы: выявление пробелов и закономерностей в рамках правового регулирования общественных отношений в области технологического развития и концептуальное решение задач правого регулирования технологического развития в целях обеспечения технологического суверенитета Российской Федерации.,00,ОБЩЕСТВЕННЫЕ НАУКИ В ЦЕЛОМ,10.07.45;10.15.41;10.17.47
gisnauka_5,6,"Методы и методология: в рамках проведенной работы использовались такие методы, как формально-юридический анализ, системно-юридический анализ, сравнительно-правой (компаративистский) анализ.",00,ОБЩЕСТВЕННЫЕ НАУКИ В ЦЕЛОМ,10.07.45;10.15.41;10.17.47
gisnauka_5,7,"Применяются методы правового моделирования, сопряженного экономико-правового и технологическо-правового анализа, метод индукции при рассмотрении отдельных проектов технологического развития с точки зрения их правового регулирования.",00,ОБЩЕСТВЕННЫЕ НАУКИ В ЦЕЛОМ,10.07.45;10.15.41;10.17.47
gisnauka_5,8,Результаты работы и их новизна: работа является первым этапом выполнения государственного задания и носит характер предварительного исследования и подбора материала для последующего концептуального анализа и формулирования заключений и выводов.,00,ОБЩЕСТВЕННЫЕ НАУКИ В ЦЕЛОМ,10.07.45;10.15.41;10.17.47
gisnauka_5,9,"В рамках данного этапа исследования был проведен концептуальный анализ состояния законодательства Российской Федерации в области технологического развития, выявлены его особенности и проблемы формирования целостного законодательства Российской Федерации в области технологического развития, а также достигнуты отдельные результаты в части применения регулирования технологического развития для целей реализации практических задач: создания передовых центров внедрения технологий, осуществление функционирования карбоновых полигонов и т.д.",00,ОБЩЕСТВЕННЫЕ НАУКИ В ЦЕЛОМ,10.07.45;10.15.41;10.17.47
gisnauka_5,10,"Область применения результатов: результаты исследования могут применять в рамках нормотворческой деятельности, правоприменительной работы органов исполнительной власти в том числе Минпромторга Российской Федерации и Министерства природных ресурсов Российской Федерации.",00,ОБЩЕСТВЕННЫЕ НАУКИ В ЦЕЛОМ,10.07.45;10.15.41;10.17.47
gisnauka_5,11,"Рекомендации по внедрению или итоги внедрения результатов НИР: в ходе дальнейшего выполнения работ планируется разработать рекомендации для органов государственной власти в части развития законодательства в области технологического развития, а также методические материалы по правоприменению в данной сфере.",00,ОБЩЕСТВЕННЫЕ НАУКИ В ЦЕЛОМ,10.07.45;10.15.41;10.17.47
gisnauka_5,12,"Они могут быть использованы органами законодательной и исполнительной власти в рамках нормотворческого и правоприменительного процесса. экономическую эффективность или значимость работы: работа оп ее завершению предполагает ряд комплексных разработок, которые приведут к положительному эффекту, связанному с сокращением издержек и формированием новых источников дохода вследствие осуществления политики в области технологического развития.",00,ОБЩЕСТВЕННЫЕ НАУКИ В ЦЕЛОМ,10.07.45;10.15.41;10.17.47
gisnauka_6,0,"Отчет по научно-исследовательской работе ""Выявление и исследование исторического влияния Российской национальной библиотеки на развитие науки, культуры и просвещения России (XIX — начало ХХ в.)"" Этап 2.",00,ОБЩЕСТВЕННЫЕ НАУКИ В ЦЕЛОМ,13.09.00;13.31.09
gisnauka_6,1,Раскрытие ряда направлений влияния ИПБ на гуманитарные науки,00,ОБЩЕСТВЕННЫЕ НАУКИ В ЦЕЛОМ,13.09.00;13.31.09
gisnauka_6,2,Объектом исследования является Императорская Публичная библиотека (ныне Российская национальная библиотека) и ее сотрудники в XIX — начале ХХ в.,00,ОБЩЕСТВЕННЫЕ НАУКИ В ЦЕЛОМ,13.09.00;13.31.09
gisnauka_6,3,"Цель исследования — выявление и исследование исторического влияния первой национальной библиотеки страны и вклада ее сотрудников в становление и развитие науки, общественного просвещения и культуры России указанного периода.",00,ОБЩЕСТВЕННЫЕ НАУКИ В ЦЕЛОМ,13.09.00;13.31.09
gisnauka_6,4,"В ходе второго этапа исследования в научный оборот впервые вводятся данные из ряда обследованных архивов, раскрывающие роль ИПБ и деятельность ее сотрудников в различных направлениях науки, образования и культуры.",00,ОБЩЕСТВЕННЫЕ НАУКИ В ЦЕЛОМ,13.09.00;13.31.09
gisnauka_6,5,"Результаты оформлены в виде монографий, статей и докладов на конференциях разного уровня, историко-просветительских лекций.",00,ОБЩЕСТВЕННЫЕ НАУКИ В ЦЕЛОМ,13.09.00;13.31.09
gisnauka_6,6,"Продолжалось дальнейшее совершенствование доступа и поиска по электронному ресурсу «Сотрудники Российской национальной библиотеки — деятели науки и культуры» в части, раскрывающей вклад ведущих сотрудников в дело культурного просвещения, сохранения и защиты исторической правды, духовно-нравственных ценностей и традиций, выявления приоритета России в ряде областей науки и культуры.",00,ОБЩЕСТВЕННЫЕ НАУКИ В ЦЕЛОМ,13.09.00;13.31.09
gisnauka_7,0,"Новейшие тенденции в развитии гуманитарной мысли России и Запада: философские течения, развитие культурологии и духовная жизнь общества в цифровую эпоху",00,ОБЩЕСТВЕННЫЕ НАУКИ В ЦЕЛОМ,02.01.00;02.51.00;02.61.00;13.09.00;13.11.00
gisnauka_8,0,Разработка новых методов анализа сложных систем для экономических и теоретико-игровых приложений,00,ОБЩЕСТВЕННЫЕ НАУКИ В ЦЕЛОМ,06.39.31;06.56.21;27.45.17;27.47.19;82.05.21
gisnauka_8,1,"В проекте изучаются вопросы из области экономики и управления с использованием математических методов, включая теорию игр, мультиагентное моделирование, статистику и методы компьютерных наук.",00,ОБЩЕСТВЕННЫЕ НАУКИ В ЦЕЛОМ,06.39.31;06.56.21;27.45.17;27.47.19;82.05.21
gisnauka_8,2,Такое сочетание вопросов и методов позволяет решать общественно-важные задачи достоверным способом.,00,ОБЩЕСТВЕННЫЕ НАУКИ В ЦЕЛОМ,06.39.31;06.56.21;27.45.17;27.47.19;82.05.21
gisnauka_8,3,"Цель проекта: получение передовых знаний по вопросам бизнеса, устройства рынков и других платформ, взаимодействий агентов, принятия решений и стратегического поведения методами теории игр, сложных сетей, статистических инструментов и компьютерного анализа данных, и разработка инструментов, повышающих эффективность, справедливость и прозрачность распределения благ, эффективность и этичность систем управления для решения широкого спектра социально-экономических проблем.",00,ОБЩЕСТВЕННЫЕ НАУКИ В ЦЕЛОМ,06.39.31;06.56.21;27.45.17;27.47.19;82.05.21
gisnauka_8,4,"Все исследования в рамках проекта ставят передовые научные задачи, решение которых позволит ответить на современные общественные вызовы России: регулирование рынков и других систем распределения ресурсов, построение устойивой модели развития экономики, совершенствование институтов и систем принятия решений.",00,ОБЩЕСТВЕННЫЕ НАУКИ В ЦЕЛОМ,06.39.31;06.56.21;27.45.17;27.47.19;82.05.21
gisnauka_9,0,"Проблема мессианизма в истории польской литературы (на материале творчества А. Мицкевича, Ю. Словацкого и З. Красиньского)",02,ФИЛОСОФИЯ,17.07.21;17.07.29;17.09.91
gisnauka_9,1,"Объектом диссертационного исследования является проблема мессианизма в польском литературном и историко-культурном контексте, предметом анализа – репрезентация мессианских идей в художественных текстах польских авторов от эпохи Романтизма до польской литературы современного периода.",02,ФИЛОСОФИЯ,17.07.21;17.07.29;17.09.91
gisnauka_9,2,"Актуальность настоящего определяется неослабевающим интересом литературоведов, историков и философов к проблеме мессианизма как мирового культурного явления и важной ролью мессианизма в формировании польского национального культурного кода. ель данного диссертационного исследования заключается в определении мессианских мотивов в польской литературе XIX века на примере произведений трех авторов (А. Мицкевича, Ю. Словацкого, З. Красиньского), а также в выявлении попыток реконструкции мессианистской традиции в литературно-рецептивном контексте XX и начала XXI веков.",02,ФИЛОСОФИЯ,17.07.21;17.07.29;17.09.91
gisnauka_11,0,"Религиозно-мировоззренческое содержание традиционных российских духовно-нравственных ценностей в социогуманитарных дисциплинах (промежуточный, этап 1)",02,ФИЛОСОФИЯ,14.35.05;21.41.31
gisnauka_11,1,"Объект исследования – традиционные российские духовно-нравственных ценности, их восприятие и имплементация в системе образования.",02,ФИЛОСОФИЯ,14.35.05;21.41.31
gisnauka_11,3,Методология проведения работы сама по себе требовала проработки.,02,ФИЛОСОФИЯ,14.35.05;21.41.31
gisnauka_11,5,"Методологической проблемой, еще раз уточним, становится сама разработка и описание единого мировоззренческого подхода, учитывающего все аспекты, заложенные в документах стратегического планирования.",02,ФИЛОСОФИЯ,14.35.05;21.41.31
gisnauka_11,6,"В настоящее время этот вопрос остается пока не только не решенным, но и в определенной мере замалчиваемым.",02,ФИЛОСОФИЯ,14.35.05;21.41.31
gisnauka_13,0,ОТЧЕТ О НАУЧНО-ИССЛЕДОВАТЕЛЬСКОЙ РАБОТЕ Отчет о выполнении проекта РНФ № 25-27-00357 «Климато-гидрологические события в период раннего средневековья (VI-X вв.) на территории дельты р. Волги» в 2025 году (промежуточный),02,ФИЛОСОФИЯ,03.23.23;03.41.01;39.15.02;39.19.29
gisnauka_13,1,"Объектом исследования являлись климато-гидрологические условия на археологических комплексах эпохи раннего средневековья (VI–X вв.) в дельте реки Волги: Семибугоринский археологический комплекс (поселения Семибугры-1, Бараний Бугор, Киракле-Тобе), комплекс «Дырыл-Дыме».",02,ФИЛОСОФИЯ,03.23.23;03.41.01;39.15.02;39.19.29
gisnauka_13,2,"Целью работы была реконструкция климато-гидрологических событий (прежде всего, колебаний уровня Каспийского моря) в дельте Волги в VI–X вв. и оценка их влияния на исторические процессы, в частности, на судьбу Хазарского каганата.",02,ФИЛОСОФИЯ,03.23.23;03.41.01;39.15.02;39.19.29
gisnauka_13,5,"1) Археологические методы (разведка, шурфовка, раскопки, систематизация артефактов – керамики, изделий из кости, металла).",02,ФИЛОСОФИЯ,03.23.23;03.41.01;39.15.02;39.19.29
gisnauka_13,6,"2) Геолого-геоморфологические методы (литологическое описание разрезов, изучение рельефа, отбор колонок отложений).",02,ФИЛОСОФИЯ,03.23.23;03.41.01;39.15.02;39.19.29
gisnauka_13,7,3) Геофизические методы (магнитометрическая съёмка для выявления скрытых объектов).,02,ФИЛОСОФИЯ,03.23.23;03.41.01;39.15.02;39.19.29
gisnauka_13,8,4) Геохронологические методы (радиоуглеродное датирование образцов угля методом ускорительной масс-спектрометрии).,02,ФИЛОСОФИЯ,03.23.23;03.41.01;39.15.02;39.19.29
gisnauka_13,9,"5) Геоинформационные методы (обработка данных ГНСС, создание карт и цифровых моделей рельефа (ЦМР) в QGIS, пространственный анализ).",02,ФИЛОСОФИЯ,03.23.23;03.41.01;39.15.02;39.19.29
gisnauka_15,0,Отчет о научно-исследовательской работе за 2025 год по теме «Философско-хозяйственное постижение исторической и современной реальности»,02,ФИЛОСОФИЯ,02.15.99;02.41.21;02.41.41
gisnauka_15,1,"Разрабатывая фундаментальную тему «Философско-хозяйственное постижение исторической и современной реальности», лаборатория продолжает развивать концепцию философии хозяйства, обогащая ее смысловое и категориальное содержание, активно применяет философско-хозяйственный подход в мировоззренческом аспекте для постижения как актуальных феноменов и процессов, имеющих место и происходящих в России, в мире в целом, вообще в бытии, так и для оценки и трактования российской и мировой гуманитарной и экономической мысли.",02,ФИЛОСОФИЯ,02.15.99;02.41.21;02.41.41
gisnauka_15,2,В отчете представлены результаты научно-исследовательской работы лаборатории в 2025 г. по нижеследующим направлениям в соответствии с основной темой:,02,ФИЛОСОФИЯ,02.15.99;02.41.21;02.41.41
gisnauka_15,6,3. Россия как бытийно-исторический приоритет философии хозяйства.,02,ФИЛОСОФИЯ,02.15.99;02.41.21;02.41.41
gisnauka_15,7,4. Экзистенциальные перемены в поле зрения философии хозяйства.,02,ФИЛОСОФИЯ,02.15.99;02.41.21;02.41.41
gisnauka_18,0,География власти в городах Центральной Испании к концу XIII – середине XIV вв.,03,ИСТОРИЯ. ИСТОРИЧЕСКИЕ НАУКИ,03.09.25;03.29.00
gisnauka_18,1,"Объект исследования - социально-политические процессы, развивавшиеся на средневековом Западе от Поздней античности до высокого Средневековья включительно, характер которых был определен феноменом западного феодализма, а также роль свободного города как неотъемлемой составляющей этих процессов.",03,ИСТОРИЯ. ИСТОРИЧЕСКИЕ НАУКИ,03.09.25;03.29.00
gisnauka_18,2,Цель работы - выявление особенностей географии власти городов Центральной Испании до конца XIII-середины XIV вв.,03,ИСТОРИЯ. ИСТОРИЧЕСКИЕ НАУКИ,03.09.25;03.29.00
gisnauka_18,5,"Область применения: определены перспективы применения результатов исследования в учебных курсах по историческим, филологическим, философским, политологическим и социологическим специальностям.",03,ИСТОРИЯ. ИСТОРИЧЕСКИЕ НАУКИ,03.09.25;03.29.00
gisnauka_20,0,"Социально-институциональные механизмы развития регионализма на востоке России: теоретические, историографические и источниковедческие аспекты",03,ИСТОРИЯ. ИСТОРИЧЕСКИЕ НАУКИ,03.01.07;03.23.07;03.23.31;03.23.55;03.29.00
gisnauka_20,1,"Объект исследования: Регионализм как комплексное проявление исторически сформировавшейся качественной специфики социально-политических, экономических и иных процессов на востоке России в XVI–XX вв., с главным фокусом исследований на территориях Урала и сопредельных регионов (Поволжье, Приуралье, Сибирь, Степной край).",03,ИСТОРИЯ. ИСТОРИЧЕСКИЕ НАУКИ,03.01.07;03.23.07;03.23.31;03.23.55;03.29.00
gisnauka_20,2,"Цель исследования: Выявление и доказательное обоснование социально-институциональных механизмов развития регионализма на востоке России в XVI–XX вв. с акцентом на их теоретико-концептуальное и историографическое осмысление, а также на расширение круга исторических источников по данной проблематике и повышение их информационной отдачи.",03,ИСТОРИЯ. ИСТОРИЧЕСКИЕ НАУКИ,03.01.07;03.23.07;03.23.31;03.23.55;03.29.00
